User,AFINN_score,FPP_ratio,hrank_score,havg_score,hstdv_score,twit_score,goog_score,nyt_score,lyric_score,parse_tree_height,verb_phrase_length,FPP_count,count_sentence,count_def_articles
user-51,-0.078125,1.8046709129511678,5306.831674958541,5.333059701492537,1.1773497512437812,443.8238341968912,585.0940017905103,535.7625570776256,415.86173059768066,4.695238095238095,3,85,93,25
user-52,-1.0,7.2727272727272725,4887.211267605634,5.432676056338028,1.2324915492957746,301.9428571428571,482.32394366197184,531.3571428571429,284.6666666666667,4.833333333333333,3,8,6,2
user-53,0.20408163265306123,1.3897280966767371,4963.419483101392,5.452803180914513,1.187765208747515,392.85771543086173,536.5379609544468,508.23568281938327,410.3921971252567,4.552631578947368,3,46,52,7
user-54,0.8076923076923077,2.2772277227722775,4891.3490566037735,5.488490566037735,1.1806372641509435,367.90821256038646,527.7989949748744,558.7626262626262,324.6831683168317,4.722222222222222,3,23,13,6
user-55,0.3076923076923077,0.594059405940594,4768.060606060606,5.498585858585859,1.1535050505050506,346.1212121212121,416.03125,354.2105263157895,329.83505154639175,8.0,2,6,2,0
user-56,0.4,1.6901408450704227,4747.85,5.5040000000000004,1.2099516666666668,541.2114285714285,645.4470588235295,556.0981595092024,433.74691358024694,4.04,2,12,19,3
user-57,0.43529411764705883,0.765661252900232,5206.809578107183,5.4131812998859745,1.1439736602052453,481.7231503579952,545.0807228915662,562.5110837438424,472.658924205379,5.568627450980392,4,33,26,29
user-58,-0.5,60.0,4473.0,5.626363636363636,1.2155363636363636,335.5813953488372,400.95238095238096,281.9,293.2142857142857,13.0,2,6,1,2
user-59,0.2,1.3320274240940255,5239.147176269253,5.3584883057615516,1.170277353108956,363.7147058823529,461.84097677188805,488.37093807480073,329.11561743341406,4.9489051094890515,4,136,148,13
user-60,0.2532467532467532,0.2914238134887594,5016.229790419162,5.4285104790419165,1.177785628742515,439.86821705426354,529.9277688603531,549.822131147541,427.9757869249395,5.369565217391305,3,35,90,21
user-61,-0.16101694915254236,0.8985024958402662,5228.194523135033,5.355439093484419,1.1663627950897073,418.15564202334633,416.6636363636364,554.8755020080321,411.259779338014,4.8,3,54,91,32
user-62,0.25333333333333335,0.4480651731160896,5121.691505216096,5.42387481371088,1.1592152011922503,366.6646058732612,455.9043062200957,505.1672077922078,375.32911392405066,5.4375,3,22,49,17
user-63,0.7622377622377622,0.18651362984218078,5011.57086391869,5.470254093732355,1.1570477696216828,326.9930715935335,395.0626491646778,421.7016274864376,378.286546301689,5.691489361702128,3,39,108,28
user-64,-0.5833333333333334,0.718232044198895,5272.227467811159,5.308927038626609,1.1964536480686696,393.44690265486724,441.6203703703704,483.8779342723005,339.6090909090909,4.578947368421052,3,13,18,4
user-65,0.16666666666666666,1.30568356374808,4909.736123748862,5.462229299363058,1.1874131028207462,356.8347338935574,457.58765915768856,421.716148445336,404.13182674199624,4.1946902654867255,5,85,114,17
user-66,-0.75,20.0,5480.7692307692305,5.209615384615384,1.1820884615384615,426.7391304347826,1077.695652173913,716.9473684210526,618.2,7.0,2,2,1,2
user-67,0.0,2.1951219512195124,5248.011627906977,5.317906976744186,1.1914058139534884,456.8837209302326,531.921052631579,439.58666666666664,464.87654320987656,3.75,2,9,9,1
user-68,0.8333333333333334,0.33112582781456956,4193.745762711865,5.701186440677966,1.2143745762711864,378.84615384615387,382.9537037037037,542.9732142857143,270.9816513761468,4.181818181818182,2,5,11,2
user-69,0.9615384615384616,0.41493775933609955,4842.754208754209,5.522558922558923,1.188047138047138,518.2405498281787,361.0985401459854,424.5875912408759,551.4669117647059,6.0,3,10,18,5
user-70,0.37037037037037035,11.904761904761905,5126.1324786324785,5.411965811965812,1.1434683760683761,384.8193832599119,438.57674418604654,499.4835680751174,361.8868778280543,5.235294117647059,5,25,15,10
user-71,0.47959183673469385,0.40781160252728316,4777.87152161042,5.52542332741267,1.1736719952634695,320.85187424425635,410.37868338557996,455.8975487115022,361.9480840543881,5.104347826086957,4,71,133,17
user-72,-0.8387096774193549,0.3585657370517928,5277.318493150685,5.2949315068493155,1.2132037671232876,445.1742160278746,521.5636363636364,580.1569343065694,455.82437275985666,4.869565217391305,3,9,22,4
user-73,0.36363636363636365,0.7165109034267912,5027.268348623853,5.436467889908257,1.178038990825688,418.916864608076,469.0535279805353,524.5539215686274,395.181598062954,5.833333333333333,3,23,28,13
user-74,-0.03571428571428571,1.4035087719298245,4991.736714975846,5.470748792270531,1.1930809178743962,440.35539215686276,518.574358974359,581.2267002518892,409.43544303797466,5.703703703703703,3,24,26,14
user-75,0.08080808080808081,1.0686359687228497,5092.094875052943,5.423655230834393,1.1551792884371028,430.06501547987614,473.2943530457981,513.2527522935779,425.61128958237725,5.566433566433567,4,123,130,61
user-76,0.5342960288808665,1.306511820821236,5084.919911202186,5.45546106557377,1.1730312670765028,439.34704324801413,526.8484175458079,542.183546686747,449.91774575962063,5.163934426229508,5,315,402,163
user-77,-0.058519793459552494,0.71646764787559,5301.553438420232,5.348908712974191,1.165930209596397,461.92841648590024,537.5139330465681,535.9675561528124,474.61565442126636,6.107011070110701,4,258,263,107
user-78,0.16666666666666666,2.8925619834710745,5169.019277108434,5.403855421686747,1.185338313253012,399.355,507.34358974358975,497.0211081794195,408.3547557840617,4.966666666666667,2,35,25,13
user-79,-0.024844720496894408,1.184346035015448,5242.925832492432,5.382547931382442,1.1627705852674066,464.239555790587,520.4050838290968,486.8418994413408,455.02073104200764,5.537878787878788,4,115,89,72
user-80,-0.14285714285714285,0.7438016528925621,4449.026086956522,5.610086956521739,1.1850208695652173,247.20353982300884,618.9285714285714,474.0,254.0810810810811,4.666666666666667,2,9,6,1
user-81,-0.46938775510204084,3.3333333333333335,5380.684057971014,5.288376811594203,1.171220579710145,489.797583081571,633.1725239616613,642.383606557377,527.2808641975308,5.08,3,27,25,5
user-82,-1.1111111111111112,90.0,5872.578947368421,5.1323684210526315,1.1682592105263159,272.44594594594594,300.6818181818182,457.27941176470586,360.8157894736842,3.625,2,9,9,4
user-83,0.14285714285714285,2.033195020746888,5107.412828947368,5.434950657894737,1.1685940789473683,433.4467005076142,510.08703374777974,528.9537366548043,456.32590051457976,5.5588235294117645,3,49,31,19
user-84,0.41566265060240964,1.6481774960380349,4980.670722977809,5.46261274158912,1.1741055118110235,421.27487103905673,516.3579970104634,532.2407692307693,406.8181818181818,5.069306930693069,3,104,113,25
user-85,-0.25,0.2843601895734597,5412.396449704142,5.308047337278107,1.1607272189349112,405.7037037037037,412.83116883116884,409.0986842105263,371.44303797468353,5.875,2,6,4,8
user-86,0.46938775510204084,0.49338146811071004,5014.396586345381,5.43960843373494,1.1745550200803212,462.2080745341615,509.531416400426,485.40814081408143,447.24242424242425,5.666666666666667,3,41,55,10
user-87,-0.45269016697588127,5.225537820957668,5318.614232209738,5.317944960104217,1.1747197199153232,347.9123333333333,404.2481802426343,441.23816180325,337.09429110234873,5.447570332480819,4,753,418,155
user-88,-0.4,60.0,5309.171875,5.36875,1.2334,364.6290322580645,643.9827586206897,508.17857142857144,451.1774193548387,4.2,2,6,6,0
user-89,0.4019607843137255,0.7026439695762404,5035.574037089872,5.4408188302425105,1.1729946077032811,395.0392670157068,468.0668301655426,488.0926328877836,392.12059701492535,5.594444444444444,4,194,174,61
user-90,-0.3181818181818182,13.636363636363635,5633.508982035928,5.212574850299402,1.1565293413173652,509.4879518072289,623.9041095890411,495.41007194244605,519.0555555555555,3.875,4,15,16,4
user-91,-0.14285714285714285,0.3131115459882583,5129.483805668016,5.384089068825911,1.1786392712550606,406.3118503118503,553.6666666666666,573.4071588366891,458.82838983050846,5.28125,3,16,30,5
user-92,0.17088607594936708,1.068931068931069,5167.635294117647,5.3986013071895425,1.183329411764706,365.43201607501675,456.0758097863542,480.38461538461536,341.82063385030347,3.9133333333333336,4,107,168,31
user-93,-0.7777777777777778,0.851063829787234,5073.355555555556,5.378888888888889,1.1725738888888888,323.7853107344633,720.6910112359551,517.4319526627219,340.20118343195264,4.428571428571429,3,12,10,2
user-94,0.17857142857142858,0.325105358217941,5183.379738968303,5.403492852703542,1.1545423244251087,386.5813656668794,433.726433750824,443.8492967180174,380.86292428198436,5.067226890756302,3,54,121,37
user-95,-0.3269230769230769,1.6753926701570678,5321.671328671328,5.332820512820513,1.1824039627039626,463.3908872901679,590.8730964467005,496.5342105263158,380.5781637717122,4.435897435897436,3,32,31,9
user-96,0.0945273631840796,2.472594397076736,4907.440619621342,5.475788869764774,1.1765879518072289,322.24578733294595,457.16645885286783,466.34815278647466,375.5037989479836,4.438709677419355,4,203,175,27
user-97,0.25333333333333335,1.7577197149643704,4998.507936507936,5.458510378510378,1.1812030525030526,440.7070063694268,477.6051612903226,486.40316205533594,450.5236220472441,5.015151515151516,3,74,73,11
user-98,0.3181818181818182,1.322505800464037,4984.288461538462,5.452335164835165,1.1839236263736264,467.1540656205421,491.8855072463768,540.9484536082474,431.24889543446244,5.444444444444445,3,57,45,9
user-99,0.16161616161616163,2.973523421588595,5168.2605597964375,5.405501272264631,1.1564061577608142,460.2625727898359,559.0902215018908,573.2201117318435,510.689505165851,6.690721649484536,3,146,87,51
user-100,-0.03225806451612903,7.741935483870967,5343.071186440678,5.328813559322034,1.1413979661016949,378.73943661971833,481.3816254416961,399.65168539325845,348.00722021660647,5.142857142857143,2,24,20,13
user-101,-0.3333333333333333,0.6269925611052073,5412.810961080222,5.312597299444003,1.165276012708499,487.38134206219314,532.0926870748299,497.8289241622575,448.5991452991453,5.434343434343434,3,59,87,30
user-102,0.04199475065616798,1.4363778298204528,5245.641443850267,5.361794117647059,1.1314833957219252,405.9463940315004,461.88469073607615,496.9731351814804,417.1509541441185,6.403314917127072,4,184,159,129
user-103,0.45454545454545453,0.6432748538011696,5039.822222222222,5.429037037037037,1.1698555555555556,373.21804511278197,426.43548387096774,404.3821138211382,295.68992248062017,4.230769230769231,2,11,12,4
user-104,-1.4,1.9047619047619047,5252.541666666667,5.3575,1.2346833333333334,291.2173913043478,516.0217391304348,569.2340425531914,374.7173913043478,6.5,3,4,3,1
user-105,-0.11267605633802817,1.0236220472440944,5372.845255474453,5.32585401459854,1.1737113868613138,371.3731343283582,480.8402555910543,457.2520325203252,425.66869300911856,5.081632653061225,3,39,51,6
user-106,-0.4155844155844156,2.6690391459074734,5139.163705583756,5.394238578680203,1.1569772842639594,420.21928665786,441.61001317523056,451.806275579809,440.15405405405403,6.4523809523809526,3,75,41,11
user-107,0.4444444444444444,1.1824014665444547,4883.259866423801,5.496435944140862,1.1786928961748635,384.2571606475716,420.39405684754524,451.97464239271784,389.43627140139506,4.673758865248227,3,129,144,35
user-108,-0.4594594594594595,6.39344262295082,5118.494505494506,5.392829670329671,1.1746777472527472,413.72957746478875,541.0952380952381,442.8730650154799,391.9823529411765,5.809523809523809,4,39,23,9
user-109,0.2,1.9512195121951221,4981.176470588235,5.438655462184874,1.1465663865546218,514.5086206896551,478.5,671.6981132075472,661.3275862068965,4.461538461538462,3,8,12,0
user-110,0.2727272727272727,0.49152946790742064,5042.160422670509,5.435269932756965,1.1715238616714698,470.39239239239237,564.2779141104295,567.1864693446089,461.5966966339118,4.995260663507109,3,206,390,109
user-111,0.8076923076923077,0.1195219123505976,4939.106870229008,5.550916030534351,1.1178083969465649,448.5234375,561.5569620253165,701.9715447154472,471.9,4.9,2,3,16,6
user-112,-0.3448275862068966,5.853658536585367,5377.3408239700375,5.28561797752809,1.1712865168539326,490.3058823529412,486.64315352697093,513.6806722689075,503.98809523809524,5.5,2,24,15,7
user-113,0.3664717348927875,0.24955436720142601,5039.49321113374,5.443766123557366,1.1713954344874407,397.5038234271811,453.6253803472346,465.8221939702143,378.4951333813987,6.404761904761905,4,154,154,119
user-114,-0.01195219123505976,0.4919292851652575,5413.054982817869,5.31335910652921,1.1569713058419244,458.09402852049914,498.3150873965041,524.0047326076668,442.0936346863469,5.473333333333334,3,64,151,49
user-115,-0.08333333333333333,1.3861386138613863,5367.928205128205,5.348,1.1130051282051283,510.7049180327869,581.7415730337078,563.971264367816,549.9367816091954,4.923076923076923,3,14,12,6
user-116,0.29118773946360155,0.9903593339176162,5150.086622245002,5.401276268580215,1.1759699128651973,413.5790305584826,506.4939024390244,544.2136414881624,439.7857142857143,5.063380281690141,3,113,147,34
user-117,0.5304659498207885,0.39412396990326043,4861.837633298934,5.500247678018576,1.1940720674234606,379.0986013986014,512.0543154761905,492.1195158850227,399.1999283410964,4.900497512437811,3,110,225,45
user-118,0.8571428571428571,0.2990033222591362,4702.619528619529,5.551784511784512,1.1689700336700337,334.74402730375425,321.73539518900344,361.41379310344826,363.1533101045296,4.896551724137931,2,9,28,6
user-119,0.0,0.0,4622.2307692307695,5.593846153846154,1.1461307692307692,218.68,594.3913043478261,244.3181818181818,416.28,6.0,3,0,2,0
user-120,0.2727272727272727,0.3436426116838488,5277.292753623188,5.339478260869565,1.1801486956521738,369.1815476190476,509.23926380368096,451.86349206349206,370.2201834862385,5.260869565217392,3,10,23,7
user-121,-0.5294117647058824,3.1683168316831685,5083.02027027027,5.395585585585586,1.175338063063063,377.60779816513764,442.9881796690307,478.31807228915665,358.3095238095238,5.071428571428571,3,32,30,12
user-122,-0.1484375,2.936288088642659,5130.45629510826,5.413560545308741,1.1500652766639936,472.3280334728033,486.1515410958904,529.0044130626654,438.1955017301038,5.056603773584905,5,106,99,31
user-123,-0.25,7.081850533807829,5233.01663405088,5.371526418786693,1.1529804794520548,399.7072319201995,407.25507548152007,461.1905263157895,381.07460398569236,6.456140350877193,4,199,100,64
user-124,-0.7692307692307693,2.1989528795811517,5177.572614107884,5.39402489626556,1.182764937759336,350.39139784946235,469.2516853932584,468.27272727272725,396.57173447537474,4.375,3,42,43,11
user-125,0.2495164410058027,0.6029000254388196,5195.530799711815,5.393470821325648,1.1684464337175793,461.8084138715179,541.1571887398451,534.4674104521433,445.09554896142436,5.809230769230769,3,237,376,148
user-126,0.2971698113207547,1.7965169569202568,5194.11867862969,5.398331973898858,1.1599603181076672,421.6128762541806,486.92311072056236,499.3976764968722,430.3841903952401,5.2823529411764705,3,196,160,53
user-127,0.32432432432432434,4.304635761589404,4863.643463497453,5.498879456706282,1.1887634974533108,305.96557659208264,444.35766423357666,503.75272727272727,371.4581881533101,5.611111111111111,3,65,35,8
user-128,0.21,0.4510198218902614,5179.319677871148,5.397379201680672,1.1642857142857144,508.2522341783695,522.5179380664653,579.7791010372647,496.45904726040294,5.765578635014837,4,157,371,113
user-129,0.35714285714285715,0.8540925266903914,4966.88,5.4653230769230765,1.1805987692307693,300.36875,309.2626582278481,415.94006309148267,292.98738170347,5.611111111111111,3,24,21,4
user-130,0.24324324324324326,3.740458015267176,4994.061971830986,5.4512112676056335,1.1745152112676056,260.81534090909093,345.3314121037464,362.54782608695655,278.67241379310343,5.1923076923076925,3,49,25,5
user-131,0.34408602150537637,1.3143735588009224,5016.453712190651,5.444564619615032,1.1736956003666361,388.6632221700329,422.63101604278074,449.7448579823702,390.55630739487674,5.096153846153846,4,171,140,51
user-132,-0.875,0.9677419354838709,5182.978723404255,5.2480851063829785,1.217195744680851,369.0869565217391,562.6585365853658,395.6666666666667,419.5744680851064,2.888888888888889,2,3,9,2
user-133,-0.23076923076923078,0.37433155080213903,5114.582474226804,5.403883161512027,1.1528699312714776,434.3814616755793,505.73982300884956,494.74681238615665,448.2481481481482,5.575757575757576,3,21,32,15
user-134,-0.4090909090909091,4.184397163120567,5267.23339658444,5.365654648956356,1.1465049335863378,289.91585127201563,429.80160320641284,396.19917864476383,319.31262135922333,5.676470588235294,3,59,22,19
user-135,-0.41509433962264153,1.3409961685823755,5338.913654618474,5.34140562248996,1.1461234939759035,374.5197505197505,430.1519823788546,375.0405405405405,387.7978947368421,5.333333333333333,3,35,34,19
user-136,-0.5398773006134969,1.0685249709639955,5286.71884229179,5.35203780271707,1.1698310100413467,440.29896907216494,505.50869285254345,540.7239144523655,466.8018691588785,5.593406593406593,3,92,119,46
user-137,0.3879781420765027,0.6477409036385446,5145.065175565175,5.418335738335738,1.1695030062530063,399.02643818849447,494.57069540672313,496.6712793733681,430.6459438968916,5.1477272727272725,4,162,226,76
user-138,0.23203285420944558,0.7238208246811035,5298.2531645569625,5.371419774204584,1.160126017789942,414.41045958795564,536.8488329010745,547.051057344256,411.6796846351302,5.083102493074792,5,244,373,111
user-139,0.4166666666666667,0.5687203791469194,5235.050632911392,5.353755274261603,1.181593670886076,298.7920353982301,501.18099547511315,480.0604651162791,359.8678414096916,5.0588235294117645,3,12,22,9
user-140,0.7288135593220338,0.19108280254777069,4945.981355932204,5.495508474576271,1.1644271186440678,438.29597197898426,477.01431127012523,485.3423913043478,428.6490909090909,6.096774193548387,3,9,29,11
user-141,-1.5945945945945945,1.9008264462809918,5417.797833935018,5.231191335740072,1.2364328519855596,317.3159851301115,496.6770428015564,495.3975903614458,364.7310606060606,4.8,3,23,18,4
user-142,0.009478672985781991,0.3292181069958848,5136.014803471158,5.3964675855028075,1.165034201123022,444.5681818181818,501.14668094218416,505.6827661909989,432.76127612761275,5.5777777777777775,4,56,143,23
user-143,0.3473684210526316,0.7682458386683739,5003.9594339622645,5.456943396226415,1.1939814150943395,357.2526621490803,471.71001031991744,484.7393117831074,420.1871287128713,5.135802469135802,3,60,84,20
user-144,-0.19540229885057472,9.89010989010989,5121.046082949309,5.386113671274962,1.183284792626728,321.55015673981194,455.8843537414966,500.02405498281786,321.3820754716981,3.986666666666667,3,90,82,4
user-145,-0.4,1.3245033112582782,5213.990384615385,5.394358974358974,1.148225641025641,361.2631578947368,501.81724137931036,584.9473684210526,439.009900990099,4.962962962962963,3,20,21,11
user-146,-0.22661122661122662,0.12271172802253068,5339.757770632369,5.343914255091104,1.15534718113612,490.15943332583765,489.03365165984536,545.7984496124031,478.6824480369515,5.576923076923077,4,61,284,91
user-147,-0.23376623376623376,1.4156723637536277,5145.734410217881,5.376891435011269,1.1851888241923365,386.9055917273075,499.08543331284574,492.33153526970955,381.35526058949836,5.349570200573066,4,439,337,125
user-148,-0.254985754985755,2.903085614950022,5258.420905272982,5.336131591227251,1.1814702597604605,368.0525978191148,527.4314342497515,493.1834188034188,364.9071117561684,7.981981981981982,4,668,12,131
